Ime,Leto_rojstva,Leto_smrti,Nominacija,Oskar,Število,Prv_film
Teri Garr,1944,2024,Stranska,False,0,Tootsie
Teri Garr,1944,2024,Stranska,True,0,Tootsie
Greer Garson,1904,1996,Glavna,False,6,Mrs. Miniver
Greer Garson,1904,1996,Glavna,True,1,Mrs. Miniver
Greer Garson,1904,1996,Stranska,False,0,Mrs. Miniver
Greer Garson,1904,1996,Stranska,True,0,Mrs. Miniver
Janet Gaynor,1906,1984,Glavna,False,1,7th Heaven
Janet Gaynor,1906,1984,Glavna,True,1,7th Heaven
Janet Gaynor,1906,1984,Stranska,False,0,7th Heaven
Janet Gaynor,1906,1984,Stranska,True,0,7th Heaven
Michael V. Gazzo,1923,1995,Glavna,False,1,"Godfather Part II, The"
Michael V. Gazzo,1923,1995,Glavna,True,0,"Godfather Part II, The"
Michael V. Gazzo,1923,1995,Stranska,False,0,"Godfather Part II, The"
Michael V. Gazzo,1923,1995,Stranska,True,0,"Godfather Part II, The"
Leo Genn,1905,1978,Glavna,False,1,Quo Vadis
Leo Genn,1905,1978,Glavna,True,0,Quo Vadis
Leo Genn,1905,1978,Stranska,False,0,Quo Vadis
Leo Genn,1905,1978,Stranska,True,0,Quo Vadis
Chief Dan George,1899,1981,Glavna,False,1,Little Big Man
Chief Dan George,1899,1981,Glavna,True,0,Little Big Man
Chief Dan George,1899,1981,Stranska,False,0,Little Big Man
Chief Dan George,1899,1981,Stranska,True,0,Little Big Man
Gladys George,1904,1954,Glavna,False,1,Valiant Is the Word for Carrie
Gladys George,1904,1954,Glavna,True,0,Valiant Is the Word for Carrie
Gladys George,1904,1954,Stranska,False,0,Valiant Is the Word for Carrie
Gladys George,1904,1954,Stranska,True,0,Valiant Is the Word for Carrie
Paul Giamatti,1967,,Glavna,False,1,Cinderella Man
Paul Giamatti,1967,,Glavna,True,0,Cinderella Man
Paul Giamatti,1967,,Stranska,False,1,Cinderella Man
Paul Giamatti,1967,,Stranska,True,0,Cinderella Man
Giancarlo Giannini,1942,,Glavna,False,1,Seven Beauties
Giancarlo Giannini,1942,,Glavna,True,0,Seven Beauties
Giancarlo Giannini,1942,,Stranska,False,0,Seven Beauties
Giancarlo Giannini,1942,,Stranska,True,0,Seven Beauties
John Gielgud,1904,2000,Glavna,False,1,Arthur
John Gielgud,1904,2000,Glavna,True,1,Arthur
John Gielgud,1904,2000,Stranska,False,0,Arthur
John Gielgud,1904,2000,Stranska,True,0,Arthur
Jack Gilford,1907,1990,Glavna,False,1,Save the Tiger
Jack Gilford,1907,1990,Glavna,True,0,Save the Tiger
Jack Gilford,1907,1990,Stranska,False,0,Save the Tiger
Jack Gilford,1907,1990,Stranska,True,0,Save the Tiger
Lillian Gish,1893,1993,Glavna,False,1,Duel in the Sun
Lillian Gish,1893,1993,Glavna,True,0,Duel in the Sun
Lillian Gish,1893,1993,Stranska,False,0,Duel in the Sun
Lillian Gish,1893,1993,Stranska,True,0,Duel in the Sun
Lily Gladstone,1986,,Glavna,False,1,Killers of the Flower Moon
Lily Gladstone,1986,,Glavna,True,0,Killers of the Flower Moon
Lily Gladstone,1986,,Stranska,False,0,Killers of the Flower Moon
Lily Gladstone,1986,,Stranska,True,0,Killers of the Flower Moon
Jackie Gleason,1916,1987,Glavna,False,1,"Hustler, The"
Jackie Gleason,1916,1987,Glavna,True,0,"Hustler, The"
Jackie Gleason,1916,1987,Stranska,False,0,"Hustler, The"
Jackie Gleason,1916,1987,Stranska,True,0,"Hustler, The"
James Gleason,1882,1959,Glavna,False,1,Here Comes Mr. Jordan
James Gleason,1882,1959,Glavna,True,0,Here Comes Mr. Jordan
James Gleason,1882,1959,Stranska,False,0,Here Comes Mr. Jordan
James Gleason,1882,1959,Stranska,True,0,Here Comes Mr. Jordan
Brendan Gleeson,1955,,Glavna,False,1,"Banshees of Inisherin, The"
Brendan Gleeson,1955,,Glavna,True,0,"Banshees of Inisherin, The"
Brendan Gleeson,1955,,Stranska,False,0,"Banshees of Inisherin, The"
Brendan Gleeson,1955,,Stranska,True,0,"Banshees of Inisherin, The"
Paulette Goddard,1910,1990,Glavna,False,1,So Proudly We Hail!
Paulette Goddard,1910,1990,Glavna,True,0,So Proudly We Hail!
Paulette Goddard,1910,1990,Stranska,False,0,So Proudly We Hail!
Paulette Goddard,1910,1990,Stranska,True,0,So Proudly We Hail!
Whoopi Goldberg,1955,,Glavna,False,1,Ghost
Whoopi Goldberg,1955,,Glavna,True,1,Ghost
Whoopi Goldberg,1955,,Stranska,False,0,Ghost
Whoopi Goldberg,1955,,Stranska,True,0,Ghost
Thomas Gomez,1905,1971,Glavna,False,1,Ride the Pink Horse
Thomas Gomez,1905,1971,Glavna,True,0,Ride the Pink Horse
Thomas Gomez,1905,1971,Stranska,False,0,Ride the Pink Horse
Thomas Gomez,1905,1971,Stranska,True,0,Ride the Pink Horse
Cuba Gooding Jr.,1968,,Glavna,False,0,Jerry Maguire
Cuba Gooding Jr.,1968,,Glavna,True,1,Jerry Maguire
Cuba Gooding Jr.,1968,,Stranska,False,0,Jerry Maguire
Cuba Gooding Jr.,1968,,Stranska,True,0,Jerry Maguire
Dexter Gordon,1923,1990,Glavna,False,1,Round Midnight
Dexter Gordon,1923,1990,Glavna,True,0,Round Midnight
Dexter Gordon,1923,1990,Stranska,False,0,Round Midnight
Dexter Gordon,1923,1990,Stranska,True,0,Round Midnight
Ruth Gordon,1896,1985,Glavna,False,1,Rosemary's Baby
Ruth Gordon,1896,1985,Glavna,True,1,Rosemary's Baby
Ruth Gordon,1896,1985,Stranska,False,0,Rosemary's Baby
Ruth Gordon,1896,1985,Stranska,True,0,Rosemary's Baby
Ryan Gosling,1980,,Glavna,False,2,Half Nelson
Ryan Gosling,1980,,Glavna,True,0,Half Nelson
Ryan Gosling,1980,,Stranska,False,1,Half Nelson
Ryan Gosling,1980,,Stranska,True,0,Half Nelson
Louis Gossett Jr.,1936,2024,Glavna,False,0,"Officer and a Gentleman, An"
Louis Gossett Jr.,1936,2024,Glavna,True,1,"Officer and a Gentleman, An"
Louis Gossett Jr.,1936,2024,Stranska,False,0,"Officer and a Gentleman, An"
Louis Gossett Jr.,1936,2024,Stranska,True,0,"Officer and a Gentleman, An"
Elliott Gould,1938,,Glavna,False,1,Bob & Carol & Ted & Alice
Elliott Gould,1938,,Glavna,True,0,Bob & Carol & Ted & Alice
Elliott Gould,1938,,Stranska,False,0,Bob & Carol & Ted & Alice
Elliott Gould,1938,,Stranska,True,0,Bob & Carol & Ted & Alice
Gloria Grahame,1923,1981,Glavna,False,1,"Bad and the Beautiful, The"
Gloria Grahame,1923,1981,Glavna,True,1,"Bad and the Beautiful, The"
Gloria Grahame,1923,1981,Stranska,False,0,"Bad and the Beautiful, The"
Gloria Grahame,1923,1981,Stranska,True,0,"Bad and the Beautiful, The"
Cary Grant,1904,1986,Glavna,False,2,Penny Serenade
Cary Grant,1904,1986,Glavna,True,0,Penny Serenade
Cary Grant,1904,1986,Stranska,False,0,Penny Serenade
Cary Grant,1904,1986,Stranska,True,0,Penny Serenade
Lee Grant,1925 *,,Glavna,False,3,Shampoo
Lee Grant,1925 *,,Glavna,True,1,Shampoo
Lee Grant,1925 *,,Stranska,False,0,Shampoo
Lee Grant,1925 *,,Stranska,True,0,Shampoo
Richard E. Grant,1957,,Glavna,False,1,Can You Ever Forgive Me?
Richard E. Grant,1957,,Glavna,True,0,Can You Ever Forgive Me?
Richard E. Grant,1957,,Stranska,False,0,Can You Ever Forgive Me?
Richard E. Grant,1957,,Stranska,True,0,Can You Ever Forgive Me?
Bonita Granville,1923,1988,Glavna,False,1,These Three
Bonita Granville,1923,1988,Glavna,True,0,These Three
Bonita Granville,1923,1988,Stranska,False,0,These Three
Bonita Granville,1923,1988,Stranska,True,0,These Three
Graham Greene,1952,,Glavna,False,1,Dances with Wolves
Graham Greene,1952,,Glavna,True,0,Dances with Wolves
Graham Greene,1952,,Stranska,False,0,Dances with Wolves
Graham Greene,1952,,Stranska,True,0,Dances with Wolves
Sydney Greenstreet,1879,1954,Glavna,False,1,"Maltese Falcon, The"
Sydney Greenstreet,1879,1954,Glavna,True,0,"Maltese Falcon, The"
Sydney Greenstreet,1879,1954,Stranska,False,0,"Maltese Falcon, The"
Sydney Greenstreet,1879,1954,Stranska,True,0,"Maltese Falcon, The"
Joel Grey,1932,,Glavna,False,0,Cabaret
Joel Grey,1932,,Glavna,True,1,Cabaret
Joel Grey,1932,,Stranska,False,0,Cabaret
Joel Grey,1932,,Stranska,True,0,Cabaret
Corinne Griffith,1894,1979,Glavna,False,1,"Divine Lady, The"
Corinne Griffith,1894,1979,Glavna,True,0,"Divine Lady, The"
Corinne Griffith,1894,1979,Stranska,False,0,"Divine Lady, The"
Corinne Griffith,1894,1979,Stranska,True,0,"Divine Lady, The"
Hugh Griffith,1912,1980,Glavna,False,1,Ben-Hur
Hugh Griffith,1912,1980,Glavna,True,1,Ben-Hur
Hugh Griffith,1912,1980,Stranska,False,0,Ben-Hur
Hugh Griffith,1912,1980,Stranska,True,0,Ben-Hur
Melanie Griffith,1957,,Glavna,False,1,Working Girl
Melanie Griffith,1957,,Glavna,True,0,Working Girl
Melanie Griffith,1957,,Stranska,False,0,Working Girl
Melanie Griffith,1957,,Stranska,True,0,Working Girl
Rachel Griffiths,1968,,Glavna,False,1,Hilary and Jackie
Rachel Griffiths,1968,,Glavna,True,0,Hilary and Jackie
Rachel Griffiths,1968,,Stranska,False,0,Hilary and Jackie
Rachel Griffiths,1968,,Stranska,True,0,Hilary and Jackie
Alec Guinness,1914,2000,Glavna,False,3,"Bridge on the River Kwai, The"
Alec Guinness,1914,2000,Glavna,True,1,"Bridge on the River Kwai, The"
Alec Guinness,1914,2000,Stranska,False,0,"Bridge on the River Kwai, The"
Alec Guinness,1914,2000,Stranska,True,0,"Bridge on the River Kwai, The"
Edmund Gwenn,1877,1959,Glavna,False,1,Miracle on 34th Street
Edmund Gwenn,1877,1959,Glavna,True,1,Miracle on 34th Street
Edmund Gwenn,1877,1959,Stranska,False,0,Miracle on 34th Street
Edmund Gwenn,1877,1959,Stranska,True,0,Miracle on 34th Street
Jake Gyllenhaal,1980,,Glavna,False,1,Brokeback Mountain
Jake Gyllenhaal,1980,,Glavna,True,0,Brokeback Mountain
Jake Gyllenhaal,1980,,Stranska,False,0,Brokeback Mountain
Jake Gyllenhaal,1980,,Stranska,True,0,Brokeback Mountain
Maggie Gyllenhaal,1977,,Glavna,False,1,Crazy Heart
Maggie Gyllenhaal,1977,,Glavna,True,0,Crazy Heart
Maggie Gyllenhaal,1977,,Stranska,False,0,Crazy Heart
Maggie Gyllenhaal,1977,,Stranska,True,0,Crazy Heart
Joan Hackett,1934,1983,Glavna,False,1,Only When I Laugh
Joan Hackett,1934,1983,Glavna,True,0,Only When I Laugh
Joan Hackett,1934,1983,Stranska,False,0,Only When I Laugh
Joan Hackett,1934,1983,Stranska,True,0,Only When I Laugh
Gene Hackman,1930,,Glavna,False,3,"French Connection, The [w 16]"
Gene Hackman,1930,,Glavna,True,2,"French Connection, The [w 16]"
Gene Hackman,1930,,Stranska,False,0,"French Connection, The [w 16]"
Gene Hackman,1930,,Stranska,True,0,"French Connection, The [w 16]"
Jean Hagen,1923,1977,Glavna,False,1,Singin' in the Rain
Jean Hagen,1923,1977,Glavna,True,0,Singin' in the Rain
Jean Hagen,1923,1977,Stranska,False,0,Singin' in the Rain
Jean Hagen,1923,1977,Stranska,True,0,Singin' in the Rain
Jackie Earle Haley,1961,,Glavna,False,1,Little Children
Jackie Earle Haley,1961,,Glavna,True,0,Little Children
Jackie Earle Haley,1961,,Stranska,False,0,Little Children
Jackie Earle Haley,1961,,Stranska,True,0,Little Children
Grayson Hall,1922,1985,Glavna,False,1,"Night of the Iguana, The"
Grayson Hall,1922,1985,Glavna,True,0,"Night of the Iguana, The"
Grayson Hall,1922,1985,Stranska,False,0,"Night of the Iguana, The"
Grayson Hall,1922,1985,Stranska,True,0,"Night of the Iguana, The"
Tom Hanks,1956,,Glavna,False,4,Philadelphia [w 17]
Tom Hanks,1956,,Glavna,True,2,Philadelphia [w 17]
Tom Hanks,1956,,Stranska,False,0,Philadelphia [w 17]
Tom Hanks,1956,,Stranska,True,0,Philadelphia [w 17]
Marcia Gay Harden,1959,,Glavna,False,1,Pollock
Marcia Gay Harden,1959,,Glavna,True,1,Pollock
Marcia Gay Harden,1959,,Stranska,False,0,Pollock
Marcia Gay Harden,1959,,Stranska,True,0,Pollock
Ann Harding,1902,1981,Glavna,False,1,Holiday
Ann Harding,1902,1981,Glavna,True,0,Holiday
Ann Harding,1902,1981,Stranska,False,0,Holiday
Ann Harding,1902,1981,Stranska,True,0,Holiday
Tom Hardy,1977,,Glavna,False,1,"Revenant, The"
Tom Hardy,1977,,Glavna,True,0,"Revenant, The"
Tom Hardy,1977,,Stranska,False,0,"Revenant, The"
Tom Hardy,1977,,Stranska,True,0,"Revenant, The"
Tess Harper,1950,,Glavna,False,1,Crimes of the Heart
Tess Harper,1950,,Glavna,True,0,Crimes of the Heart
Tess Harper,1950,,Stranska,False,0,Crimes of the Heart
Tess Harper,1950,,Stranska,True,0,Crimes of the Heart
Woody Harrelson,1961,,Glavna,False,1,"People vs. Larry Flynt, The"
Woody Harrelson,1961,,Glavna,True,0,"People vs. Larry Flynt, The"
Woody Harrelson,1961,,Stranska,False,2,"People vs. Larry Flynt, The"
Woody Harrelson,1961,,Stranska,True,0,"People vs. Larry Flynt, The"
Barbara Harris,1935,2018,Glavna,False,1,Who Is Harry Kellerman...?
Barbara Harris,1935,2018,Glavna,True,0,Who Is Harry Kellerman...?
Barbara Harris,1935,2018,Stranska,False,0,Who Is Harry Kellerman...?
Barbara Harris,1935,2018,Stranska,True,0,Who Is Harry Kellerman...?
Ed Harris,1950,,Glavna,False,1,Pollock
Ed Harris,1950,,Glavna,True,0,Pollock
Ed Harris,1950,,Stranska,False,3,Pollock
Ed Harris,1950,,Stranska,True,0,Pollock
Julie Harris,1925,2013,Glavna,False,1,"Member of the Wedding, The"
Julie Harris,1925,2013,Glavna,True,0,"Member of the Wedding, The"
Julie Harris,1925,2013,Stranska,False,0,"Member of the Wedding, The"
Julie Harris,1925,2013,Stranska,True,0,"Member of the Wedding, The"
Naomie Harris,1976,,Glavna,False,1,Moonlight
Naomie Harris,1976,,Glavna,True,0,Moonlight
Naomie Harris,1976,,Stranska,False,0,Moonlight
Naomie Harris,1976,,Stranska,True,0,Moonlight
Richard Harris,1930,2002,Glavna,False,2,This Sporting Life
Richard Harris,1930,2002,Glavna,True,0,This Sporting Life
Richard Harris,1930,2002,Stranska,False,0,This Sporting Life
Richard Harris,1930,2002,Stranska,True,0,This Sporting Life
Rosemary Harris,1927,,Glavna,False,1,Tom & Viv
Rosemary Harris,1927,,Glavna,True,0,Tom & Viv
Rosemary Harris,1927,,Stranska,False,0,Tom & Viv
Rosemary Harris,1927,,Stranska,True,0,Tom & Viv
Rex Harrison,1908,1990,Glavna,False,1,My Fair Lady
Rex Harrison,1908,1990,Glavna,True,1,My Fair Lady
Rex Harrison,1908,1990,Stranska,False,0,My Fair Lady
Rex Harrison,1908,1990,Stranska,True,0,My Fair Lady
Elizabeth Hartman,1943,1987,Glavna,False,1,"Patch of Blue, A"
Elizabeth Hartman,1943,1987,Glavna,True,0,"Patch of Blue, A"
Elizabeth Hartman,1943,1987,Stranska,False,0,"Patch of Blue, A"
Elizabeth Hartman,1943,1987,Stranska,True,0,"Patch of Blue, A"
Laurence Harvey,1928,1973,Glavna,False,1,Room at the Top
Laurence Harvey,1928,1973,Glavna,True,0,Room at the Top
Laurence Harvey,1928,1973,Stranska,False,0,Room at the Top
Laurence Harvey,1928,1973,Stranska,True,0,Room at the Top
Anne Hathaway,1982,,Glavna,False,1,Les Misérables
Anne Hathaway,1982,,Glavna,True,1,Les Misérables
Anne Hathaway,1982,,Stranska,False,0,Les Misérables
Anne Hathaway,1982,,Stranska,True,0,Les Misérables
Ethan Hawke,1970,,Glavna,False,2,Training Day
Ethan Hawke,1970,,Glavna,True,0,Training Day
Ethan Hawke,1970,,Stranska,False,0,Training Day
Ethan Hawke,1970,,Stranska,True,0,Training Day
John Hawkes,1959,,Glavna,False,1,Winter's Bone
John Hawkes,1959,,Glavna,True,0,Winter's Bone
John Hawkes,1959,,Stranska,False,0,Winter's Bone
John Hawkes,1959,,Stranska,True,0,Winter's Bone
Sally Hawkins,1976,,Glavna,False,1,"Shape of Water, The"
Sally Hawkins,1976,,Glavna,True,0,"Shape of Water, The"
Sally Hawkins,1976,,Stranska,False,1,"Shape of Water, The"
Sally Hawkins,1976,,Stranska,True,0,"Shape of Water, The"
Goldie Hawn,1945,,Glavna,False,1,Cactus Flower
Goldie Hawn,1945,,Glavna,True,1,Cactus Flower
Goldie Hawn,1945,,Stranska,False,0,Cactus Flower
Goldie Hawn,1945,,Stranska,True,0,Cactus Flower
Nigel Hawthorne,1929,2001,Glavna,False,1,"Madness of King George, The"
Nigel Hawthorne,1929,2001,Glavna,True,0,"Madness of King George, The"
Nigel Hawthorne,1929,2001,Stranska,False,0,"Madness of King George, The"
Nigel Hawthorne,1929,2001,Stranska,True,0,"Madness of King George, The"
Sessue Hayakawa,1889,1973,Glavna,False,1,"Bridge on the River Kwai, The"
Sessue Hayakawa,1889,1973,Glavna,True,0,"Bridge on the River Kwai, The"
Sessue Hayakawa,1889,1973,Stranska,False,0,"Bridge on the River Kwai, The"
Sessue Hayakawa,1889,1973,Stranska,True,0,"Bridge on the River Kwai, The"
Salma Hayek,1966,,Glavna,False,1,Frida
Salma Hayek,1966,,Glavna,True,0,Frida
Salma Hayek,1966,,Stranska,False,0,Frida
Salma Hayek,1966,,Stranska,True,0,Frida
Helen Hayes,1900,1993,Glavna,False,0,"Sin of Madelon Claudet, The [w 18]"
Helen Hayes,1900,1993,Glavna,True,2,"Sin of Madelon Claudet, The [w 18]"
Helen Hayes,1900,1993,Stranska,False,0,"Sin of Madelon Claudet, The [w 18]"
Helen Hayes,1900,1993,Stranska,True,0,"Sin of Madelon Claudet, The [w 18]"
Susan Hayward,1917,1975,Glavna,False,4,I Want to Live!
Susan Hayward,1917,1975,Glavna,True,1,I Want to Live!
Susan Hayward,1917,1975,Stranska,False,0,I Want to Live!
Susan Hayward,1917,1975,Stranska,True,0,I Want to Live!
Eileen Heckart,1919,2001,Glavna,False,1,Butterflies Are Free
Eileen Heckart,1919,2001,Glavna,True,1,Butterflies Are Free
Eileen Heckart,1919,2001,Stranska,False,0,Butterflies Are Free
Eileen Heckart,1919,2001,Stranska,True,0,Butterflies Are Free
Lucas Hedges,1996,,Glavna,False,1,Manchester by the Sea
Lucas Hedges,1996,,Glavna,True,0,Manchester by the Sea
Lucas Hedges,1996,,Stranska,False,0,Manchester by the Sea
Lucas Hedges,1996,,Stranska,True,0,Manchester by the Sea
Van Heflin,1908,1971,Glavna,False,0,Johnny Eager
Van Heflin,1908,1971,Glavna,True,1,Johnny Eager
Van Heflin,1908,1971,Stranska,False,0,Johnny Eager
Van Heflin,1908,1971,Stranska,True,0,Johnny Eager
Mariel Hemingway,1961,,Glavna,False,1,Manhattan
Mariel Hemingway,1961,,Glavna,True,0,Manhattan
Mariel Hemingway,1961,,Stranska,False,0,Manhattan
Mariel Hemingway,1961,,Stranska,True,0,Manhattan
Brian Tyree Henry,1982,,Glavna,False,1,Causeway
Brian Tyree Henry,1982,,Glavna,True,0,Causeway
Brian Tyree Henry,1982,,Stranska,False,0,Causeway
Brian Tyree Henry,1982,,Stranska,True,0,Causeway
Justin Henry,1971,,Glavna,False,1,Kramer vs. Kramer
Justin Henry,1971,,Glavna,True,0,Kramer vs. Kramer
Justin Henry,1971,,Stranska,False,0,Kramer vs. Kramer
Justin Henry,1971,,Stranska,True,0,Kramer vs. Kramer
Taraji P. Henson,1970,,Glavna,False,1,"Curious Case of Benjamin Button, The"
Taraji P. Henson,1970,,Glavna,True,0,"Curious Case of Benjamin Button, The"
Taraji P. Henson,1970,,Stranska,False,0,"Curious Case of Benjamin Button, The"
Taraji P. Henson,1970,,Stranska,True,0,"Curious Case of Benjamin Button, The"
Audrey Hepburn,1929,1993,Glavna,False,4,Roman Holiday
Audrey Hepburn,1929,1993,Glavna,True,1,Roman Holiday
Audrey Hepburn,1929,1993,Stranska,False,0,Roman Holiday
Audrey Hepburn,1929,1993,Stranska,True,0,Roman Holiday
Katharine Hepburn,1907,2003,Glavna,False,8,Morning Glory [w 19]
Katharine Hepburn,1907,2003,Glavna,True,4,Morning Glory [w 19]
Katharine Hepburn,1907,2003,Stranska,False,0,Morning Glory [w 19]
Katharine Hepburn,1907,2003,Stranska,True,0,Morning Glory [w 19]
Barbara Hershey,1948,,Glavna,False,1,"Portrait of a Lady, The"
Barbara Hershey,1948,,Glavna,True,0,"Portrait of a Lady, The"
Barbara Hershey,1948,,Stranska,False,0,"Portrait of a Lady, The"
Barbara Hershey,1948,,Stranska,True,0,"Portrait of a Lady, The"
Charlton Heston,1923,2008,Glavna,False,0,Ben-Hur
Charlton Heston,1923,2008,Glavna,True,1,Ben-Hur
Charlton Heston,1923,2008,Stranska,False,0,Ben-Hur
Charlton Heston,1923,2008,Stranska,True,0,Ben-Hur
William Hickey,1927,1997,Glavna,False,1,Prizzi's Honor
William Hickey,1927,1997,Glavna,True,0,Prizzi's Honor
William Hickey,1927,1997,Stranska,False,0,Prizzi's Honor
William Hickey,1927,1997,Stranska,True,0,Prizzi's Honor
Jonah Hill,1983,,Glavna,False,2,Moneyball
Jonah Hill,1983,,Glavna,True,0,Moneyball
Jonah Hill,1983,,Stranska,False,0,Moneyball
Jonah Hill,1983,,Stranska,True,0,Moneyball
Wendy Hiller,1912,2003,Glavna,False,2,Separate Tables
Wendy Hiller,1912,2003,Glavna,True,1,Separate Tables
Wendy Hiller,1912,2003,Stranska,False,0,Separate Tables
Wendy Hiller,1912,2003,Stranska,True,0,Separate Tables
Ciarán Hinds,1953,,Glavna,False,1,Belfast
Ciarán Hinds,1953,,Glavna,True,0,Belfast
Ciarán Hinds,1953,,Stranska,False,0,Belfast
Ciarán Hinds,1953,,Stranska,True,0,Belfast
Judd Hirsch,1935,,Glavna,False,2,Ordinary People
Judd Hirsch,1935,,Glavna,True,0,Ordinary People
Judd Hirsch,1935,,Stranska,False,0,Ordinary People
Judd Hirsch,1935,,Stranska,True,0,Ordinary People
Dustin Hoffman,1937,,Glavna,False,5,Kramer vs. Kramer [w 20]
Dustin Hoffman,1937,,Glavna,True,2,Kramer vs. Kramer [w 20]
Dustin Hoffman,1937,,Stranska,False,0,Kramer vs. Kramer [w 20]
Dustin Hoffman,1937,,Stranska,True,0,Kramer vs. Kramer [w 20]
Philip Seymour Hoffman,1967,2014,Glavna,False,3,Capote
Philip Seymour Hoffman,1967,2014,Glavna,True,1,Capote
Philip Seymour Hoffman,1967,2014,Stranska,False,0,Capote
Philip Seymour Hoffman,1967,2014,Stranska,True,0,Capote
Hal Holbrook,1925,2021,Glavna,False,1,Into the Wild
Hal Holbrook,1925,2021,Glavna,True,0,Into the Wild
Hal Holbrook,1925,2021,Stranska,False,0,Into the Wild
Hal Holbrook,1925,2021,Stranska,True,0,Into the Wild
William Holden,1918,1981,Glavna,False,2,Stalag 17
William Holden,1918,1981,Glavna,True,1,Stalag 17
William Holden,1918,1981,Stranska,False,0,Stalag 17
William Holden,1918,1981,Stranska,True,0,Stalag 17
Judy Holliday,1921,1965,Glavna,False,0,Born Yesterday
Judy Holliday,1921,1965,Glavna,True,1,Born Yesterday
Judy Holliday,1921,1965,Stranska,False,0,Born Yesterday
Judy Holliday,1921,1965,Stranska,True,0,Born Yesterday
Stanley Holloway,1890,1982,Glavna,False,1,My Fair Lady
Stanley Holloway,1890,1982,Glavna,True,0,My Fair Lady
Stanley Holloway,1890,1982,Stranska,False,0,My Fair Lady
Stanley Holloway,1890,1982,Stranska,True,0,My Fair Lady
Celeste Holm,1917,2012,Glavna,False,2,Gentleman's Agreement
Celeste Holm,1917,2012,Glavna,True,1,Gentleman's Agreement
Celeste Holm,1917,2012,Stranska,False,0,Gentleman's Agreement
Celeste Holm,1917,2012,Stranska,True,0,Gentleman's Agreement
Ian Holm,1931,2020,Glavna,False,1,Chariots of Fire
Ian Holm,1931,2020,Glavna,True,0,Chariots of Fire
Ian Holm,1931,2020,Stranska,False,0,Chariots of Fire
Ian Holm,1931,2020,Stranska,True,0,Chariots of Fire
