naslov,leto,oskar,stevilo
Here Comes the Groom,1951,True,1
High Noon,1952,False,3
High Noon,1952,True,4
Hitler Lives,1945,False,0
Hitler Lives,1945,True,1
Holiday Inn,1942,False,2
Holiday Inn,1942,True,1
How Green Was My Valley,1941,False,5
How Green Was My Valley,1941,True,5
How the Grinch Stole Christmas,2000,False,2
How the Grinch Stole Christmas,2000,True,1
How the West Was Won,1963,False,5
How the West Was Won,1963,True,3
How to Sleep,1935,False,0
How to Sleep,1935,True,1
Howards End,1992,False,6
Howards End,1992,True,3
Hud,1963,False,4
Hud,1963,True,3
Hugo,2011,False,6
Hugo,2011,True,5
Hustle & Flow,2005,False,1
Hustle & Flow,2005,True,1
Hôtel Terminus: The Life and Times of Klaus Barbie,1988,False,0
Hôtel Terminus: The Life and Times of Klaus Barbie,1988,True,1
I Am a Promise: The Children of Stanton Elementary School,1993,False,0
I Am a Promise: The Children of Stanton Elementary School,1993,True,1
I Want to Live!,1958,False,5
I Want to Live!,1958,True,1
I Wanted Wings,1941,False,0
I Wanted Wings,1941,True,1
I Won't Play,1944,False,0
I Won't Play,1944,True,1
I'll Cry Tomorrow,1955,False,3
I'll Cry Tomorrow,1955,True,1
I'll Find a Way,1977,False,0
I'll Find a Way,1977,True,1
"I, Tonya",2017,False,2
"I, Tonya",2017,True,1
Icarus,2017,False,0
Icarus,2017,True,1
Ida,2014,False,1
Ida,2014,True,1
If Anything Happens I Love You,2020,False,0
If Anything Happens I Love You,2020,True,1
If Beale Street Could Talk,2018,False,2
If Beale Street Could Talk,2018,True,1
If You Love This Planet,1982,False,0
If You Love This Planet,1982,True,1
Il Postino: The Postman,1995,False,4
Il Postino: The Postman,1995,True,1
In Beaver Valley,1950,False,0
In Beaver Valley,1950,True,1
In Old Arizona,1928,False,4
In Old Arizona,1928,True,1
In Old Chicago,1937,False,4
In Old Chicago,1937,True,2
In Which We Serve,1942,False,2
In Which We Serve,1942,True,0
In a Better World,2010,False,0
In a Better World,2010,True,1
In the Heat of the Night,1967,False,2
In the Heat of the Night,1967,True,5
In the Region of Ice,1976,False,0
In the Region of Ice,1976,True,1
In the Shadow of the Stars,1991,False,0
In the Shadow of the Stars,1991,True,1
Inception,2010,False,4
Inception,2010,True,4
Independence Day,1996,False,1
Independence Day,1996,True,1
Indiana Jones and the Last Crusade,1989,False,2
Indiana Jones and the Last Crusade,1989,True,1
Indiana Jones and the Temple of Doom,1984,False,1
Indiana Jones and the Temple of Doom,1984,True,1
Indochine,1992,False,1
Indochine,1992,True,1
Inglourious Basterds,2009,False,7
Inglourious Basterds,2009,True,1
Innerspace,1987,False,0
Innerspace,1987,True,1
Inocente,2012,False,0
Inocente,2012,True,1
Inside Job,2010,False,0
Inside Job,2010,True,1
Inside Out,2015,False,1
Inside Out,2015,True,1
Interrupted Melody,1955,False,2
Interrupted Melody,1955,True,1
Interstellar,2014,False,4
Interstellar,2014,True,1
Interviews with My Lai Veterans,1970,False,0
Interviews with My Lai Veterans,1970,True,1
Into the Arms of Strangers: Stories of the Kindertransport,2000,False,0
Into the Arms of Strangers: Stories of the Kindertransport,2000,True,1
Investigation of a Citizen Above Suspicion,1970,False,1
Investigation of a Citizen Above Suspicion,1970,True,1
Iris,2001,False,2
Iris,2001,True,1
Irma la Douce,1963,False,2
Irma la Douce,1963,True,1
Is It Always Right to Be Right?,1970,False,0
Is It Always Right to Be Right?,1970,True,1
It Happened One Night,1934,False,0
It Happened One Night,1934,True,5
It's Tough to Be a Bird,1969,False,0
It's Tough to Be a Bird,1969,True,1
"It's a Mad, Mad, Mad, Mad World",1963,False,5
"It's a Mad, Mad, Mad, Mad World",1963,True,1
JFK,1991,False,6
JFK,1991,True,2
Jaws,1975,False,1
Jaws,1975,True,3
Jerry Maguire,1996,False,4
Jerry Maguire,1996,True,1
Jezebel,1938,False,3
Jezebel,1938,True,2
Joan of Arc,1948,False,5
Joan of Arc,1948,True,2
Johann Mouse,1952,False,0
Johann Mouse,1952,True,1
Johnny Belinda,1948,False,11
Johnny Belinda,1948,True,1
Johnny Eager,1942,False,0
Johnny Eager,1942,True,1
Jojo Rabbit,2019,False,5
Jojo Rabbit,2019,True,1
Joker,2019,False,9
Joker,2019,True,2
Journey into Self,1968,False,0
Journey into Self,1968,True,1
Journey of Hope,1990,False,0
Journey of Hope,1990,True,1
Judas and the Black Messiah,2020,False,4
Judas and the Black Messiah,2020,True,2
Judgment at Nuremberg,1961,False,9
Judgment at Nuremberg,1961,True,2
Judy,2019,False,1
Judy,2019,True,1
Julia,1977,False,8
Julia,1977,True,3
Julius Caesar,1953,False,4
Julius Caesar,1953,True,1
Juno,2007,False,3
Juno,2007,True,1
Jurassic Park,1993,False,0
Jurassic Park,1993,True,3
Just Another Missing Kid,1982,False,0
Just Another Missing Kid,1982,True,1
Karl Hess: Toward Liberty,1980,False,0
Karl Hess: Toward Liberty,1980,True,1
Kentucky,1938,False,0
Kentucky,1938,True,1
Key Largo,1948,False,0
Key Largo,1948,True,1
King Gimp,1999,False,0
King Gimp,1999,True,1
King Kong,1976,False,2
King Kong,1976,True,0
King Kong,2005,False,1
King Kong,2005,True,3
King Richard,2021,False,5
King Richard,2021,True,1
King Solomon's Mines,1950,False,1
King Solomon's Mines,1950,True,2
King of Jazz,1929,False,0
King of Jazz,1929,True,1
Kiss of the Spider Woman,1985,False,3
Kiss of the Spider Woman,1985,True,1
Kitty Foyle,1940,False,4
Kitty Foyle,1940,True,1
Klute,1971,False,1
Klute,1971,True,1
Knighty Knight Bugs,1958,False,0
Knighty Knight Bugs,1958,True,1
Kokoda Front Line!,1942,False,0
Kokoda Front Line!,1942,True,1
Kolya,1996,False,0
Kolya,1996,True,1
Kon-Tiki,1950,False,0
Kon-Tiki,1950,True,1
Krakatoa,1932,False,0
Krakatoa,1932,True,1
Kramer vs. Kramer,1979,False,4
Kramer vs. Kramer,1979,True,5
L.A. Confidential,1997,False,7
L.A. Confidential,1997,True,2
La Cucaracha,1934,False,0
La Cucaracha,1934,True,1
La Dolce Vita,1961,False,3
La Dolce Vita,1961,True,1
La La Land,2016,False,8
La La Land,2016,True,6
La Maison en Petits Cubes,2008,False,0
La Maison en Petits Cubes,2008,True,1
La Strada,1956,False,1
La Strada,1956,True,1
La Vie en rose,2007,False,1
La Vie en rose,2007,True,2
Lady Be Good,1941,False,0
Lady Be Good,1941,True,1
Laura,1944,False,4
Laura,1944,True,1
Lawrence of Arabia,1962,False,3
Lawrence of Arabia,1962,True,7
Le Mozart des pickpockets,2007,False,0
Le Mozart des pickpockets,2007,True,1
Learning to Skateboard in a Warzone (If You're a Girl),2019,False,0
Learning to Skateboard in a Warzone (If You're a Girl),2019,True,1
Leave Her to Heaven,1945,False,3
Leave Her to Heaven,1945,True,1
Leaving Las Vegas,1995,False,3
Leaving Las Vegas,1995,True,1
Legends of the Fall,1994,False,2
Legends of the Fall,1994,True,1
Leisure,1976,False,0
Leisure,1976,True,1
Lemony Snicket's A Series of Unfortunate Events,2004,False,3
Lemony Snicket's A Series of Unfortunate Events,2004,True,1
Lend a Paw,1941,False,0
Lend a Paw,1941,True,1
Les Girls,1957,False,2
Les Girls,1957,True,1
Les Misérables,2012,False,5
Les Misérables,2012,True,3
Let It Be,1970,False,0
Let It Be,1970,True,1
Letters from Iwo Jima,2006,False,3
Letters from Iwo Jima,2006,True,1
Lieberman in Love,1995,False,0
Lieberman in Love,1995,True,1
Life Is Beautiful,1998,False,4
Life Is Beautiful,1998,True,3
Life of Pi,2012,False,7
Life of Pi,2012,True,4
Light in the Window,1952,False,0
Light in the Window,1952,True,1
Lili,1953,False,5
Lili,1953,True,1
Lilies of the Field,1963,False,4
Lilies of the Field,1963,True,1
Limelight,1972,False,0
Limelight,1972,True,1
Lincoln,2012,False,10
Lincoln,2012,True,2
Little Miss Sunshine,2006,False,2
Little Miss Sunshine,2006,True,2
Little Women,1932,False,2
Little Women,1932,True,1
Little Women,1949,False,1
Little Women,1949,True,1
Little Women,2019,False,5
Little Women,2019,True,1
Logan's Run,1976,False,2
Logan's Run,1976,True,0
Logorama,2009,False,0
Logorama,2009,True,1
Lost Horizon,1937,False,5
Lost Horizon,1937,True,2
Lost in Translation,2003,False,3
Lost in Translation,2003,True,1
Love Is a Many-Splendored Thing,1955,False,5
Love Is a Many-Splendored Thing,1955,True,3
Love Me or Leave Me,1955,False,5
Love Me or Leave Me,1955,True,1
Love Story,1970,False,6
Love Story,1970,True,1
Lovers and Other Strangers,1970,False,2
Lovers and Other Strangers,1970,True,1
Lust for Life,1956,False,3
Lust for Life,1956,True,1
M*A*S*H,1970,False,4
M*A*S*H,1970,True,1
Ma Rainey's Black Bottom,2020,False,3
Ma Rainey's Black Bottom,2020,True,2
Mad Max: Fury Road,2015,False,4
Mad Max: Fury Road,2015,True,6
Madame Rosa,1977,False,0
Madame Rosa,1977,True,1
Magoo's Puddle Jumper,1956,False,0
Magoo's Puddle Jumper,1956,True,1
Main Street on the March!,1941,False,0
Main Street on the March!,1941,True,1
Man on Wire,2008,False,0
Man on Wire,2008,True,1
Manchester by the Sea,2016,False,4
Manchester by the Sea,2016,True,2
Manhattan Melodrama,1934,False,0
Manhattan Melodrama,1934,True,1
Manipulation,1991,False,0
Manipulation,1991,True,1
Mank,2020,False,8
Mank,2020,True,2
March of the Penguins,2005,False,0
March of the Penguins,2005,True,1
Marie Antoinette,2006,False,0
Marie Antoinette,2006,True,1
Marie-Louise,1945,False,0
Marie-Louise,1945,True,1
Marjoe,1972,False,0
Marjoe,1972,True,1
Marooned,1969,False,2
Marooned,1969,True,1
Marriage Story,2019,False,5
Marriage Story,2019,True,1
Marty,1955,False,4
Marty,1955,True,4
Mary Poppins,1964,False,8
Mary Poppins,1964,True,5
Mask,1985,False,0
Mask,1985,True,1
Master and Commander: The Far Side of the World,2003,False,8
Master and Commander: The Far Side of the World,2003,True,2
Maya Lin: A Strong Clear Vision,1994,False,0
Maya Lin: A Strong Clear Vision,1994,True,1
Mediterraneo,1991,False,0
Mediterraneo,1991,True,1
Melvin and Howard,1980,False,1
Melvin and Howard,1980,True,2
Memoirs of a Geisha,2005,False,3
Memoirs of a Geisha,2005,True,3
Men Against the Arctic,1955,False,0
Men Against the Arctic,1955,True,1
Men in Black,1997,False,2
Men in Black,1997,True,1
Mephisto,1981,False,0
Mephisto,1981,True,1
Michael Clayton,2007,False,6
Michael Clayton,2007,True,1
Midnight Cowboy,1969,False,4
Midnight Cowboy,1969,True,3
Midnight Express,1978,False,4
Midnight Express,1978,True,2
Midnight in Paris,2011,False,3
Midnight in Paris,2011,True,1
Mighty Aphrodite,1995,False,1
Mighty Aphrodite,1995,True,1
Mighty Joe Young,1949,False,0
Mighty Joe Young,1949,True,1
Mighty Times: The Children's March,2004,False,0
Mighty Times: The Children's March,2004,True,1
Mildred Pierce,1945,False,5
Mildred Pierce,1945,True,1
Milk,2008,False,6
Milk,2008,True,2
Million Dollar Baby,2004,False,3
Million Dollar Baby,2004,True,4
Min and Bill,1930,False,0
Min and Bill,1930,True,1
Minari,2020,False,5
Minari,2020,True,1
Miracle on 34th Street,1947,False,1
Miracle on 34th Street,1947,True,3
Misery,1990,False,0
Misery,1990,True,1
Missing,1982,False,3
Missing,1982,True,1
Mississippi Burning,1988,False,6
Mississippi Burning,1988,True,1
Mister Roberts,1955,False,2
Mister Roberts,1955,True,1
Molly's Pilgrim,1985,False,0
Molly's Pilgrim,1985,True,1
Mona Lisa Descending a Staircase,1992,False,0
Mona Lisa Descending a Staircase,1992,True,1
Monster,2003,False,0
Monster,2003,True,1
Monster's Ball,2001,False,1
Monster's Ball,2001,True,1
"Monsters, Inc.",2001,False,3
"Monsters, Inc.",2001,True,1
Moonbird,1959,False,0
Moonbird,1959,True,1
Moonlight,2016,False,5
Moonlight,2016,True,3
Moonstruck,1987,False,3
Moonstruck,1987,True,3
Morning Glory,1932,False,0
Morning Glory,1932,True,1
Moscow Does Not Believe in Tears,1980,False,0
Moscow Does Not Believe in Tears,1980,True,1
Moscow Strikes Back,1942,False,0
Moscow Strikes Back,1942,True,1
Mother Wore Tights,1947,False,2
Mother Wore Tights,1947,True,1
Moulin Rouge,1952,False,5
Moulin Rouge,1952,True,2
Moulin Rouge!,2001,False,6
Moulin Rouge!,2001,True,2
Mouse Trouble,1944,False,0
Mouse Trouble,1944,True,1
Mr Hublot,2013,False,0
Mr Hublot,2013,True,1
Mr. Deeds Goes to Town,1936,False,4
Mr. Deeds Goes to Town,1936,True,1
Mr. Smith Goes to Washington,1939,False,10
Mr. Smith Goes to Washington,1939,True,1
Mrs. Doubtfire,1993,False,0
Mrs. Doubtfire,1993,True,1
Mrs. Miniver,1942,False,6
Mrs. Miniver,1942,True,6
Munro,1960,False,0
Munro,1960,True,1
Murder on a Sunday Morning,2001,False,0
Murder on a Sunday Morning,2001,True,1
Murder on the Orient Express,1974,False,5
Murder on the Orient Express,1974,True,1
Music by Prudence,2009,False,0
Music by Prudence,2009,True,1
Mutiny on the Bounty,1935,False,7
Mutiny on the Bounty,1935,True,1
My Cousin Vinny,1992,False,0
My Cousin Vinny,1992,True,1
My Fair Lady,1964,False,4
My Fair Lady,1964,True,8
My Gal Sal,1942,False,1
My Gal Sal,1942,True,1
My Left Foot,1989,False,3
My Left Foot,1989,True,2
My Mother Dreams the Satan's Disciples in New York,1999,False,0
My Mother Dreams the Satan's Disciples in New York,1999,True,1
My Octopus Teacher,2020,False,0
My Octopus Teacher,2020,True,1
My Uncle,1958,False,0
My Uncle,1958,True,1
Mystic River,2003,False,4
Mystic River,2003,True,2
Nashville,1975,False,4
Nashville,1975,True,1
National Velvet,1945,False,3
National Velvet,1945,True,2
Nature's Half Acre,1951,False,0
Nature's Half Acre,1951,True,1
Naughty Marietta,1935,False,1
Naughty Marietta,1935,True,1
Navalny,2022,False,0
Navalny,2022,True,1
Neighbours,1952,False,1
Neighbours,1952,True,1
Neptune's Daughter,1949,False,0
Neptune's Daughter,1949,True,1
Network,1976,False,6
Network,1976,True,4
Never on Sunday,1960,False,4
Never on Sunday,1960,True,1
Nicholas and Alexandra,1971,False,4
Nicholas and Alexandra,1971,True,2
Nights of Cabiria,1957,False,0
Nights of Cabiria,1957,True,1
Nine from Little Rock,1964,False,0
Nine from Little Rock,1964,True,1
No Country for Old Men,2007,False,4
No Country for Old Men,2007,True,4
No Man's Land,2001,False,0
No Man's Land,2001,True,1
No Time to Die,2021,False,2
No Time to Die,2021,True,1
Nomadland,2020,False,3
Nomadland,2020,True,3
None But the Lonely Heart,1944,False,3
None But the Lonely Heart,1944,True,1
Norma Rae,1979,False,2
Norma Rae,1979,True,2
Norman Rockwell's World... An American Dream,1972,False,0
Norman Rockwell's World... An American Dream,1972,True,1
North West Mounted Police,1940,False,4
North West Mounted Police,1940,True,1
"Now, Voyager",1942,False,2
"Now, Voyager",1942,True,1
Nowhere in Africa,2002,False,0
Nowhere in Africa,2002,True,1
Number Our Days,1976,False,0
Number Our Days,1976,True,1
O.J.: Made in America,2016,False,0
O.J.: Made in America,2016,True,1
Of Pups and Puzzles,1941,False,0
Of Pups and Puzzles,1941,True,1
Oklahoma!,1955,False,2
Oklahoma!,1955,True,2
Oliver!,1968,False,6
Oliver!,1968,True,5
Omnibus,1992,False,0
Omnibus,1992,True,1
On Golden Pond,1981,False,7
On Golden Pond,1981,True,3
On the Town,1949,False,0
On the Town,1949,True,1
On the Waterfront,1954,False,4
On the Waterfront,1954,True,8
Once,2007,False,0
Once,2007,True,1
Once Upon a Time in Hollywood,2019,False,8
Once Upon a Time in Hollywood,2019,True,2
One Day in September,1999,False,0
One Day in September,1999,True,1
One Flew Over the Cuckoo's Nest,1975,False,4
One Flew Over the Cuckoo's Nest,1975,True,5
One Hundred Men and a Girl,1937,False,4
One Hundred Men and a Girl,1937,True,1
One Night of Love,1934,False,4
One Night of Love,1934,True,2
One Survivor Remembers,1995,False,0
One Survivor Remembers,1995,True,1
One Way Passage,1932,False,0
One Way Passage,1932,True,1
One-Eyed Men Are Kings,1974,False,0
One-Eyed Men Are Kings,1974,True,1
Oppenheimer,2023,False,6
Oppenheimer,2023,True,7
Ordinary People,1980,False,2
Ordinary People,1980,True,4
Out of Africa,1985,False,4
Out of Africa,1985,True,7
Overture to The Merry Wives of Windsor,1953,False,0
Overture to The Merry Wives of Windsor,1953,True,1
Pan's Labyrinth,2006,False,3
Pan's Labyrinth,2006,True,3
Panic in the Streets,1950,False,0
Panic in the Streets,1950,True,1
Papa's Delicate Condition,1963,False,0
Papa's Delicate Condition,1963,True,1
Paper Moon,1973,False,3
Paper Moon,1973,True,1
Paperman,2012,False,0
Paperman,2012,True,1
Parasite,2019,False,2
Parasite,2019,True,4
Patton,1970,False,3
Patton,1970,True,7
Paul Robeson: Tribute to an Artist,1979,False,0
Paul Robeson: Tribute to an Artist,1979,True,1
Pearl Harbor,2001,False,3
Pearl Harbor,2001,True,1
Pelle the Conqueror,1988,False,1
Pelle the Conqueror,1988,True,1
Penny Wisdom,1937,False,0
Penny Wisdom,1937,True,1
Period. End of Sentence.,2018,False,0
Period. End of Sentence.,2018,True,1
Peter & the Wolf,2007,False,0
Peter & the Wolf,2007,True,1
Phantom Thread,2017,False,5
Phantom Thread,2017,True,1
Phantom of the Opera,1943,False,2
Phantom of the Opera,1943,True,2
Philadelphia,1993,False,3
Philadelphia,1993,True,2
Picnic,1955,False,4
Picnic,1955,True,2
Pillow Talk,1959,False,4
Pillow Talk,1959,True,1
Pinocchio,1940,False,0
Pinocchio,1940,True,2
Piper,2016,False,0
Piper,2016,True,1
Pirates of the Caribbean: Dead Man's Chest,2006,False,3
Pirates of the Caribbean: Dead Man's Chest,2006,True,1
Places in the Heart,1984,False,5
Places in the Heart,1984,True,2
Planet of the Apes,1968,False,2
Planet of the Apes,1968,True,0
Platoon,1986,False,4
Platoon,1986,True,4
Plymouth Adventure,1952,False,0
Plymouth Adventure,1952,True,1
Pocahontas,1995,False,0
Pocahontas,1995,True,2
Pollock,2000,False,1
Pollock,2000,True,1
Poor Things,2023,False,7
Poor Things,2023,True,4
Porgy and Bess,1959,False,3
Porgy and Bess,1959,True,1
Portrait of Jennie,1948,False,1
Portrait of Jennie,1948,True,1
Precious,2009,False,4
Precious,2009,True,2
Precious Images,1986,False,0
Precious Images,1986,True,1
Prelude to War,1942,False,0
Prelude to War,1942,True,1
Pride and Prejudice,1940,False,0
Pride and Prejudice,1940,True,1
Princess O'Rourke,1943,False,0
Princess O'Rourke,1943,True,1
Princeton: A Search for Answers,1973,False,0
Princeton: A Search for Answers,1973,True,1
Prizzi's Honor,1985,False,7
Prizzi's Honor,1985,True,1
Project Hope,1961,False,0
Project Hope,1961,True,1
Promising Young Woman,2020,False,4
Promising Young Woman,2020,True,1
Pulp Fiction,1994,False,6
Pulp Fiction,1994,True,1
Purple Rain,1984,False,0
Purple Rain,1984,True,1
Pygmalion,1938,False,3
Pygmalion,1938,True,1
Quest,1996,False,0
Quest,1996,True,1
Quest for Fire,1982,False,0
Quest for Fire,1982,True,1
Quicker'n a Wink,1940,False,0
Quicker'n a Wink,1940,True,1
Quiero ser (I want to be...),2000,False,0
Quiero ser (I want to be...),2000,True,1
Quiet Please!,1945,False,0
Quiet Please!,1945,True,1
RRR,2022,False,0
RRR,2022,True,1
Raging Bull,1980,False,6
Raging Bull,1980,True,2
Raiders of the Lost Ark,1981,False,4
Raiders of the Lost Ark,1981,True,4
Rain Man,1988,False,4
Rain Man,1988,True,4
Ran,1985,False,3
Ran,1985,True,1
Rango,2011,False,0
Rango,2011,True,1
Rashomon,1951,False,1
Rashomon,1951,True,0
Ratatouille,2007,False,4
Ratatouille,2007,True,1
Ray,2004,False,4
Ray,2004,True,2
Ray's Male Heterosexual Dance Hall,1987,False,0
Ray's Male Heterosexual Dance Hall,1987,True,1
Reap the Wild Wind,1942,False,2
Reap the Wild Wind,1942,True,1
Rebecca,1940,False,9
Rebecca,1940,True,2
Reds,1981,False,9
Reds,1981,True,3
Restoration,1995,False,0
Restoration,1995,True,2
Return of the Jedi,1983,False,4
Return of the Jedi,1983,True,0
Reversal of Fortune,1990,False,2
Reversal of Fortune,1990,True,1
Road to Perdition,2002,False,5
Road to Perdition,2002,True,1
Robert Frost: A Lover's Quarrel with the World,1963,False,0
Robert Frost: A Lover's Quarrel with the World,1963,True,1
Robert Kennedy Remembered,1968,False,0
Robert Kennedy Remembered,1968,True,1
RoboCop,1987,False,2
RoboCop,1987,True,0
Rocketman,2019,False,0
Rocketman,2019,True,1
Rocky,1976,False,7
Rocky,1976,True,3
Roma,2018,False,7
Roma,2018,True,3
Roman Holiday,1953,False,7
Roman Holiday,1953,True,3
Romeo and Juliet,1968,False,2
Romeo and Juliet,1968,True,2
Room,2015,False,3
Room,2015,True,1
Room at the Top,1959,False,4
Room at the Top,1959,True,2
Rosemary's Baby,1968,False,1
Rosemary's Baby,1968,True,1
Round Midnight,1986,False,1
Round Midnight,1986,True,1
Ryan,2004,False,0
Ryan,2004,True,1
Ryan's Daughter,1970,False,2
Ryan's Daughter,1970,True,2
Sabrina,1954,False,5
Sabrina,1954,True,1
Samson and Delilah,1950,False,3
Samson and Delilah,1950,True,2
San Francisco,1936,False,5
San Francisco,1936,True,1
Save the Tiger,1973,False,2
Save the Tiger,1973,True,1
Saving Face,2011,False,0
Saving Face,2011,True,1
Saving Private Ryan,1998,False,6
Saving Private Ryan,1998,True,5
Sayonara,1957,False,6
Sayonara,1957,True,4
Scared Straight!,1978,False,0
Scared Straight!,1978,True,1
Scent of a Woman,1992,False,3
Scent of a Woman,1992,True,1
Schindler's List,1993,False,5
Schindler's List,1993,True,7
Seal Island,1948,False,0
Seal Island,1948,True,1
Searching for Sugar Man,2012,False,0
Searching for Sugar Man,2012,True,1
Seawards the Great Ships,1961,False,0
Seawards the Great Ships,1961,True,1
Seeds of Destiny,1946,False,0
Seeds of Destiny,1946,True,1
Selma,2014,False,1
Selma,2014,True,1
Sense and Sensibility,1995,False,6
Sense and Sensibility,1995,True,1
Sentinels of Silence,1971,False,0
Sentinels of Silence,1971,True,2
Separate Tables,1958,False,5
Separate Tables,1958,True,2
Serengeti Shall Not Die,1959,False,0
Serengeti Shall Not Die,1959,True,1
Sergeant York,1941,False,9
Sergeant York,1941,True,2
Session Man,1991,False,0
Session Man,1991,True,1
Seven Brides for Seven Brothers,1954,False,4
Seven Brides for Seven Brothers,1954,True,1
Seven Days to Noon,1951,False,0
Seven Days to Noon,1951,True,1
Shaft,1971,False,1
Shaft,1971,True,1
Shakespeare in Love,1998,False,6
Shakespeare in Love,1998,True,7
Shampoo,1975,False,3
Shampoo,1975,True,1
Shane,1953,False,5
Shane,1953,True,1
Shanghai Express,1931,False,2
Shanghai Express,1931,True,1
She Wore a Yellow Ribbon,1949,False,0
She Wore a Yellow Ribbon,1949,True,1
Shine,1996,False,6
Shine,1996,True,1
Ship of Fools,1965,False,6
Ship of Fools,1965,True,2
Shoeshine,1947,False,1
Shoeshine,1947,True,0
Shrek,2001,False,1
Shrek,2001,True,1
Sideways,2004,False,4
Sideways,2004,True,1
Silver Linings Playbook,2012,False,7
Silver Linings Playbook,2012,True,1
Since You Went Away,1944,False,8
Since You Went Away,1944,True,1
Sing,2016,False,0
Sing,2016,True,1
Six Shooter,2005,False,0
Six Shooter,2005,True,1
Skin,2018,False,0
Skin,2018,True,1
Skippy,1930,False,3
Skippy,1930,True,1
Sky Above and Mud Beneath,1961,False,0
Sky Above and Mud Beneath,1961,True,1
Skyfall,2012,False,3
Skyfall,2012,True,2
Sleepy Hollow,1999,False,2
Sleepy Hollow,1999,True,1
Sling Blade,1996,False,1
Sling Blade,1996,True,1
Slumdog Millionaire,2008,False,2
Slumdog Millionaire,2008,True,8
Smile Pinki,2008,False,0
Smile Pinki,2008,True,1
Snow White and the Seven Dwarfs,1937,False,1
Snow White and the Seven Dwarfs,1937,True,0
So Much for So Little,1949,False,0
So Much for So Little,1949,True,1
So This Is Harris!,1932,False,0
So This Is Harris!,1932,True,1
Some Like It Hot,1959,False,5
Some Like It Hot,1959,True,1
Somebody Up There Likes Me,1956,False,1
Somebody Up There Likes Me,1956,True,2
Son of Saul,2015,False,0
Son of Saul,2015,True,1
Song Without End,1960,False,0
Song Without End,1960,True,1
Song of the South,1947,False,1
Song of the South,1947,True,1
Sons and Lovers,1960,False,6
Sons and Lovers,1960,True,1
Sons of Liberty,1939,False,0
Sons of Liberty,1939,True,1
Sophie's Choice,1982,False,4
Sophie's Choice,1982,True,1
Soul,2020,False,1
Soul,2020,True,2
Sound of Metal,2020,False,4
Sound of Metal,2020,True,2
South Pacific,1958,False,2
South Pacific,1958,True,1
Spartacus,1960,False,2
Spartacus,1960,True,4
Speaking of Animals and Their Families,1942,False,0
Speaking of Animals and Their Families,1942,True,1
Special Delivery,1978,False,0
Special Delivery,1978,True,1
Spectre,2015,False,0
Spectre,2015,True,1
Speed,1994,False,1
Speed,1994,True,2
Speedy Gonzales,1955,False,0
Speedy Gonzales,1955,True,1
Spellbound,1945,False,5
Spellbound,1945,True,1
Spider-Man 2,2004,False,2
Spider-Man 2,2004,True,1
Spider-Man: Into the Spider-Verse,2018,False,0
Spider-Man: Into the Spider-Verse,2018,True,1
Spirited Away,2002,False,0
Spirited Away,2002,True,1
Splendor in the Grass,1961,False,1
Splendor in the Grass,1961,True,1
Spotlight,2015,False,4
Spotlight,2015,True,2
Stagecoach,1939,False,5
Stagecoach,1939,True,2
Stairway to Light,1945,False,0
Stairway to Light,1945,True,1
Stalag 17,1953,False,2
Stalag 17,1953,True,1
Star Trek,2009,False,3
Star Trek,2009,True,1
Star Wars,1977,False,4
Star Wars,1977,True,6
Star in the Night,1945,False,0
Star in the Night,1945,True,1
State Fair,1945,False,1
State Fair,1945,True,1
Still Alice,2014,False,0
Still Alice,2014,True,1
Strangers No More,2010,False,0
Strangers No More,2010,True,1
Street Angel,1927,False,2
Street Angel,1927,True,1
Strike Up the Band,1940,False,2
Strike Up the Band,1940,True,1
Stutterer,2015,False,0
Stutterer,2015,True,1
Suicide Squad,2016,False,0
Suicide Squad,2016,True,1
Summer of '42,1971,False,3
Summer of '42,1971,True,1
Summer of Soul,2021,False,0
Summer of Soul,2021,True,1
Sundae in New York,1983,False,0
Sundae in New York,1983,True,1
Sundays and Cybele,1962,False,2
Sundays and Cybele,1962,True,1
Sunrise,1927,False,1
Sunrise,1927,True,3
Sunset Boulevard,1950,False,8
Sunset Boulevard,1950,True,3
Superman,1978,False,3
Superman,1978,True,0
Survival City,1955,False,0
Survival City,1955,True,1
Suspicion,1941,False,2
Suspicion,1941,True,1
Sweeney Todd: The Demon Barber of Fleet Street,2007,False,2
Sweeney Todd: The Demon Barber of Fleet Street,2007,True,1
Sweet Bird of Youth,1962,False,2
Sweet Bird of Youth,1962,True,1
Sweethearts,1938,False,2
Sweethearts,1938,True,0
Swing Time,1936,False,1
Swing Time,1936,True,1
Symphony of a City,1948,False,0
Symphony of a City,1948,True,1
Syriana,2005,False,1
Syriana,2005,True,1
Tabu,1930,False,0
Tabu,1930,True,1
Talk to Her,2002,False,1
Talk to Her,2002,True,1
Tango,1982,False,0
Tango,1982,True,1
Tarzan,1999,False,0
Tarzan,1999,True,1
Taxi to the Dark Side,2007,False,0
Taxi to the Dark Side,2007,True,1
"Teddy, the Rough Rider",1940,False,0
"Teddy, the Rough Rider",1940,True,1
Teenage Father,1978,False,0
Teenage Father,1978,True,1
Tempest,1927,False,0
Tempest,1927,True,1
Tender Mercies,1983,False,3
Tender Mercies,1983,True,2
Tenet,2020,False,1
Tenet,2020,True,1
Terminator 2: Judgment Day,1991,False,2
Terminator 2: Judgment Day,1991,True,4
Terms of Endearment,1983,False,6
Terms of Endearment,1983,True,5
Tess,1980,False,3
Tess,1980,True,3
